"","date","revenue"
"10565",2017-01-19,20500
"10566",2017-01-19,20250
"10567",2017-01-19,20000
"10568",2017-01-19,14000
"10569",2017-01-19,13750
"10570",2017-01-19,13500
"10571",2017-01-19,13250
"10572",2017-01-19,13000
"10573",2017-01-19,33250
"10574",2017-01-11,14250
"10575",2017-01-11,14000
"10576",2017-01-11,13750
"10577",2017-01-11,13500
"10578",2017-01-11,13250
"10579",2017-01-11,13000
"10580",2017-01-11,12500
"10581",2017-01-11,12000
"10582",2017-01-11,11000
"10583",2017-01-11,7750
"10584",2017-01-11,7500
"10585",2017-01-11,7250
"10586",2017-01-11,7000
"10587",2017-01-11,14500
"10588",2017-01-11,12750
"10589",2017-01-11,12500
"10590",2017-01-11,12000
"10591",2017-01-11,8750
"10592",2017-01-11,8000
"10593",2017-01-11,6750
"10594",2017-01-11,6500
"10595",2017-01-11,5750
"10596",2017-01-11,5500
"10597",2017-01-11,4500
"10598",2017-01-11,13000
"10599",2017-01-11,27000
"10600",2017-01-11,19000
"10601",2017-01-11,18750
"10602",2017-01-11,18500
"10603",2017-01-11,18250
"10604",2017-01-11,18000
"10605",2017-01-11,17750
"10606",2017-01-11,15000
"10607",2017-01-11,27250
"10608",2017-01-11,12000
"10609",2017-01-11,11500
"10610",2017-01-11,11250
"10611",2017-01-11,11000
"10612",2017-01-11,10000
"10613",2017-01-11,5500
"10614",2017-01-11,5250
"10615",2017-01-11,4500
"10616",2017-01-11,4250
"10617",2017-01-11,4000
"10618",2017-01-11,12250
"10619",2017-01-11,7500
"10620",2017-01-11,6000
"10621",2017-01-11,5750
"10622",2017-01-11,5500
"10623",2017-01-11,5250
"10624",2017-01-11,5000
"10625",2017-01-11,7750
"10626",2017-01-11,39000
"10627",2017-01-11,35000
"10628",2017-01-11,29250
"10629",2017-01-11,29000
"10630",2017-01-11,27000
"10631",2017-01-11,39250
"10632",2017-01-11,16500
"10633",2017-01-11,16250
"10634",2017-01-11,16000
"10635",2017-01-11,15750
"10636",2017-01-11,15500
"10637",2017-01-11,15250
"10638",2017-01-11,15000
"10639",2017-01-11,10000
"10640",2017-01-11,9750
"10641",2017-01-11,9500
"10642",2017-01-11,9250
"10643",2017-01-11,9000
"10644",2017-01-11,16750
"10645",2017-01-11,27250
"10646",2017-01-11,27000
"10647",2017-01-11,26750
"10648",2017-01-11,26500
"10649",2017-01-11,26250
"10650",2017-01-11,26000
"10651",2017-01-11,25000
"10652",2017-01-11,22750
"10653",2017-01-11,22500
"10654",2017-01-11,22250
"10655",2017-01-11,22000
"10656",2017-01-11,21750
"10657",2017-01-11,21500
"10658",2017-01-11,21250
"10659",2017-01-11,21000
"10660",2017-01-11,20750
"10661",2017-01-11,20500
"10662",2017-01-11,20250
"10663",2017-01-11,20000
"10664",2017-01-11,19750
"10665",2017-01-11,19500
"10666",2017-01-11,19250
"10667",2017-01-11,19000
"10668",2017-01-11,18750
"10669",2017-01-11,18500
"10670",2017-01-11,18250
"10671",2017-01-11,18000
"10672",2017-01-11,17750
"10673",2017-01-11,16000
"10674",2017-01-11,10000
"10675",2017-01-11,1000
"10676",2017-01-11,29000
"10677",2017-01-13,28000
"10678",2017-01-13,27000
"10679",2017-01-13,24750
"10680",2017-01-13,24500
"10681",2017-01-13,24250
"10682",2017-01-13,23500
"10683",2017-01-13,23000
"10684",2017-01-13,21750
"10685",2017-01-13,21500
"10686",2017-01-13,21250
"10687",2017-01-13,15000
"10688",2017-01-13,28250
"10689",2017-01-11,15250
"10690",2017-01-11,15000
"10691",2017-01-11,14750
"10692",2017-01-11,14500
"10693",2017-01-11,14000
"10694",2017-01-11,13750
"10695",2017-01-11,13500
"10696",2017-01-11,13000
"10697",2017-01-11,9500
"10698",2017-01-11,9250
"10699",2017-01-11,9000
"10700",2017-01-11,7000
"10701",2017-01-11,15500
"10702",2017-01-11,41000
"10703",2017-01-11,40750
"10704",2017-01-11,40500
"10705",2017-01-11,40250
"10706",2017-01-11,40000
"10707",2017-01-11,37000
"10708",2017-01-11,28000
"10709",2017-01-11,41250
"10710",2017-01-11,44750
"10711",2017-01-11,44500
"10712",2017-01-11,44250
"10713",2017-01-11,44000
"10714",2017-01-11,43750
"10715",2017-01-11,43500
"10716",2017-01-11,43250
"10717",2017-01-11,43000
"10718",2017-01-11,42750
"10719",2017-01-11,42500
"10720",2017-01-11,42250
"10721",2017-01-11,42000
"10722",2017-01-11,25500
"10723",2017-01-11,25250
"10724",2017-01-11,25000
"10725",2017-01-11,45000
"10726",2017-01-11,17000
"10727",2017-01-11,13000
"10728",2017-01-11,17250
"10729",2017-01-11,23000
"10730",2017-01-11,21000
"10731",2017-01-11,20250
"10732",2017-01-11,20000
"10733",2017-01-11,16000
"10734",2017-01-11,15000
"10735",2017-01-11,23250
"10736",2017-01-11,15250
"10737",2017-01-11,15000
"10738",2017-01-11,17250
"10739",2017-01-11,8750
"10740",2017-01-11,8500
"10741",2017-01-11,2000
"10742",2017-01-11,1750
"10743",2017-01-11,1500
"10744",2017-01-11,1250
"10745",2017-01-11,1000
"10746",2017-01-11,750
"10747",2017-01-11,9000
"10748",2017-01-11,26750
"10749",2017-01-11,26500
"10750",2017-01-11,26250
"10751",2017-01-11,26000
"10752",2017-01-11,25750
"10753",2017-01-11,25500
"10754",2017-01-11,25250
"10755",2017-01-11,25000
"10756",2017-01-11,24000
"10757",2017-01-11,27000
"10758",2017-01-11,38250
"10759",2017-01-11,38000
"10760",2017-01-11,37250
"10761",2017-01-11,37000
"10762",2017-01-11,36500
"10763",2017-01-11,36250
"10764",2017-01-11,36000
"10765",2017-01-11,33000
"10766",2017-01-11,27250
"10767",2017-01-11,27000
"10768",2017-01-11,26750
"10769",2017-01-11,25250
"10770",2017-01-11,25000
"10771",2017-01-11,38500
"10772",2017-01-11,17000
"10773",2017-01-11,15000
"10774",2017-01-11,18000
"10775",2017-01-11,57500
"10776",2017-01-11,57250
"10777",2017-01-11,57000
"10778",2017-01-11,56750
"10779",2017-01-11,56500
"10780",2017-01-11,10500
"10781",2017-01-11,10250
"10782",2017-01-11,10000
"10783",2017-01-11,1000
"10784",2017-01-11,250
"10785",2017-01-11,57750
"10786",2017-01-11,17000
"10787",2017-01-11,16750
"10788",2017-01-11,16500
"10789",2017-01-11,16250
"10790",2017-01-11,16000
"10791",2017-01-11,15500
"10792",2017-01-11,15000
"10793",2017-01-11,14500
"10794",2017-01-11,13000
"10795",2017-01-11,5250
"10796",2017-01-11,5000
"10797",2017-01-11,17250
"10798",2017-01-11,18750
"10799",2017-01-11,18500
"10800",2017-01-11,18250
"10801",2017-01-11,18000
"10802",2017-01-11,17750
"10803",2017-01-11,17500
"10804",2017-01-11,17250
"10805",2017-01-11,17000
"10806",2017-01-11,16750
"10807",2017-01-11,16500
"10808",2017-01-11,16250
"10809",2017-01-11,16000
"10810",2017-01-11,11750
"10811",2017-01-11,11500
"10812",2017-01-11,11250
"10813",2017-01-11,11000
"10814",2017-01-11,250
"10815",2017-01-11,19000
"10816",2017-01-11,8800
"10817",2017-01-11,5250
"10818",2017-01-11,5000
"10819",2017-01-11,9050
"10820",2017-01-11,7750
"10821",2017-01-11,7500
"10822",2017-01-11,7000
"10823",2017-01-11,3250
"10824",2017-01-11,3000
"10825",2017-01-11,8000
"10826",2017-01-11,5750
"10827",2017-01-11,5500
"10828",2017-01-11,5250
"10829",2017-01-11,5000
"10830",2017-01-11,13500
"10831",2017-01-11,21250
"10832",2017-01-11,21000
"10833",2017-01-11,20250
"10834",2017-01-11,20000
"10835",2017-01-11,19750
"10836",2017-01-11,19500
"10837",2017-01-11,19250
"10838",2017-01-11,19000
"10839",2017-01-11,18750
"10840",2017-01-11,18500
"10841",2017-01-11,18250
"10842",2017-01-11,18000
"10843",2017-01-11,14250
"10844",2017-01-11,14000
"10845",2017-01-11,13750
"10846",2017-01-11,13500
"10847",2017-01-11,10000
"10848",2017-01-11,21500
"10849",2017-01-11,41000
"10850",2017-01-11,40750
"10851",2017-01-11,40500
"10852",2017-01-11,40250
"10853",2017-01-11,40000
"10854",2017-01-11,39750
"10855",2017-01-11,39500
"10856",2017-01-11,39250
"10857",2017-01-11,39000
"10858",2017-01-11,38750
"10859",2017-01-11,38500
"10860",2017-01-11,38000
"10861",2017-01-11,37750
"10862",2017-01-11,37500
"10863",2017-01-11,37250
"10864",2017-01-11,37000
"10865",2017-01-11,36500
"10866",2017-01-11,36000
"10867",2017-01-11,35000
"10868",2017-01-11,34750
"10869",2017-01-11,34500
"10870",2017-01-11,6000
"10871",2017-01-11,5750
"10872",2017-01-11,250
"10873",2017-01-11,41250
"10874",2017-01-11,7250
"10875",2017-01-11,7000
"10876",2017-01-11,6250
"10877",2017-01-11,6000
"10878",2017-01-11,11000
"10879",2017-01-11,29000
"10880",2017-01-11,28750
"10881",2017-01-11,28500
"10882",2017-01-11,28250
"10883",2017-01-11,28000
"10884",2017-01-11,20250
"10885",2017-01-11,20000
"10886",2017-01-11,29250
"10887",2017-01-11,24000
"10888",2017-01-11,10500
"10889",2017-01-11,10250
"10890",2017-01-11,10000
"10891",2017-01-11,24250
"10892",2017-01-11,5000
"10893",2017-01-11,4500
"10894",2017-01-11,3750
"10895",2017-01-11,3500
"10896",2017-01-11,2500
"10897",2017-01-11,5250
"10898",2017-01-11,32750
"10899",2017-01-11,32500
"10900",2017-01-11,32250
"10901",2017-01-11,32000
"10902",2017-01-11,31750
"10903",2017-01-11,31500
"10904",2017-01-11,31250
"10905",2017-01-11,31000
"10906",2017-01-11,30750
"10907",2017-01-11,30500
"10908",2017-01-11,30250
"10909",2017-01-11,30000
"10910",2017-01-11,29750
"10911",2017-01-11,29000
"10912",2017-01-11,28750
"10913",2017-01-11,28500
"10914",2017-01-11,28000
"10915",2017-01-11,20750
"10916",2017-01-11,19000
"10917",2017-01-11,18500
"10918",2017-01-11,18250
"10919",2017-01-11,18000
"10920",2017-01-11,17250
"10921",2017-01-11,17000
"10922",2017-01-11,14250
"10923",2017-01-11,14000
"10924",2017-01-11,13750
"10925",2017-01-11,13500
"10926",2017-01-11,13250
"10927",2017-01-11,13000
"10928",2017-01-11,12750
"10929",2017-01-11,12500
"10930",2017-01-11,12250
"10931",2017-01-11,12000
"10932",2017-01-11,33000
"10933",2017-01-11,5000
"10934",2017-01-11,3250
"10935",2017-01-11,3000
"10936",2017-01-11,5250
"10937",2017-01-11,17250
"10938",2017-01-11,17000
"10939",2017-01-11,16750
"10940",2017-01-11,16500
"10941",2017-01-11,16250
"10942",2017-01-11,16000
"10943",2017-01-11,15500
"10944",2017-01-11,7500
"10945",2017-01-11,7250
"10946",2017-01-11,7000
"10947",2017-01-11,6750
"10948",2017-01-11,6000
"10949",2017-01-11,17500
"10950",2017-01-11,22250
"10951",2017-01-11,22000
"10952",2017-01-11,21750
"10953",2017-01-11,21500
"10954",2017-01-11,15000
"10955",2017-01-11,14250
"10956",2017-01-11,22500
"10957",2017-01-11,37750
"10958",2017-01-11,37500
"10959",2017-01-11,36750
"10960",2017-01-11,36250
"10961",2017-01-11,36000
"10962",2017-01-11,35500
"10963",2017-01-11,35250
"10964",2017-01-11,35000
"10965",2017-01-11,34750
"10966",2017-01-11,34500
"10967",2017-01-11,34250
"10968",2017-01-11,34000
"10969",2017-01-11,33500
"10970",2017-01-11,33250
"10971",2017-01-11,33000
"10972",2017-01-11,32750
"10973",2017-01-11,32500
"10974",2017-01-11,31750
"10975",2017-01-11,31500
"10976",2017-01-11,17250
"10977",2017-01-11,17000
"10978",2017-01-11,15000
"10979",2017-01-11,38000
"10980",2017-01-11,32750
"10981",2017-01-11,32500
"10982",2017-01-11,32250
"10983",2017-01-11,32000
"10984",2017-01-11,31750
"10985",2017-01-11,31500
"10986",2017-01-11,31250
"10987",2017-01-11,31000
"10988",2017-01-11,30750
"10989",2017-01-11,30500
"10990",2017-01-11,30250
"10991",2017-01-11,30000
"10992",2017-01-11,29750
"10993",2017-01-11,29500
"10994",2017-01-11,29250
"10995",2017-01-11,29000
"10996",2017-01-11,28750
"10997",2017-01-11,28500
"10998",2017-01-11,28250
"10999",2017-01-11,28000
"11000",2017-01-11,27750
"11001",2017-01-11,27500
"11002",2017-01-11,27250
"11003",2017-01-11,27000
"11004",2017-01-11,26500
"11005",2017-01-11,26250
"11006",2017-01-11,26000
"11007",2017-01-11,25750
"11008",2017-01-11,25500
"11009",2017-01-11,25250
"11010",2017-01-11,25000
"11011",2017-01-11,24750
"11012",2017-01-11,24500
"11013",2017-01-11,24250
"11014",2017-01-11,24000
"11015",2017-01-11,20750
"11016",2017-01-11,20500
"11017",2017-01-11,20250
"11018",2017-01-11,20000
"11019",2017-01-11,33000
"11020",2017-01-11,24000
"11021",2017-01-11,20500
"11022",2017-01-11,20250
"11023",2017-01-11,20000
"11024",2017-01-11,6000
"11025",2017-01-11,24250
"11026",2017-01-11,16750
"11027",2017-01-11,16500
"11028",2017-01-11,16250
"11029",2017-01-11,16000
"11030",2017-01-11,15750
"11031",2017-01-11,15500
"11032",2017-01-11,15250
"11033",2017-01-11,15000
"11034",2017-01-11,14000
"11035",2017-01-11,17000
"11036",2017-01-11,7000
"11037",2017-01-11,16000
"11038",2017-01-11,22000
"11039",2017-01-11,11000
"11040",2017-01-11,10000
"11041",2017-01-11,22250
"11042",2017-01-02,18050
"11043",2017-01-02,8500
"11044",2017-01-02,8250
"11045",2017-01-02,8000
"11046",2017-01-02,7000
"11047",2017-01-02,18300
"11048",2017-01-11,15500
"11049",2017-01-11,13250
"11050",2017-01-11,13000
"11051",2017-01-11,10750
"11052",2017-01-11,10000
"11053",2017-01-11,4500
"11054",2017-01-11,16000
"11055",2017-01-11,35500
"11056",2017-01-11,34000
"11057",2017-01-11,33250
"11058",2017-01-11,33000
"11059",2017-01-11,12250
"11060",2017-01-11,12000
"11061",2017-01-11,10000
"11062",2017-01-11,35750
"11063",2017-01-11,42250
"11064",2017-01-11,40000
"11065",2017-01-11,8000
"11066",2017-01-11,42500
"11067",2017-01-11,6000
"11068",2017-01-11,5750
"11069",2017-01-11,5500
"11070",2017-01-11,5250
"11071",2017-01-11,5000
"11072",2017-01-11,250
"11073",2017-01-11,12000
"11074",2017-01-11,9500
"11075",2017-01-11,16500
"11076",2017-01-11,17000
"11077",2017-01-11,70000
"11078",2017-01-11,69750
"11079",2017-01-11,69500
"11080",2017-01-11,69250
"11081",2017-01-11,69000
"11082",2017-01-11,68750
"11083",2017-01-11,68500
"11084",2017-01-11,67000
"11085",2017-01-11,66500
"11086",2017-01-11,66250
"11087",2017-01-11,66000
"11088",2017-01-11,49000
"11089",2017-01-11,48750
"11090",2017-01-11,48500
"11091",2017-01-11,48250
"11092",2017-01-11,48000
"11093",2017-01-11,70250
"11094",2017-01-11,11000
"11095",2017-01-11,10750
"11096",2017-01-11,10500
"11097",2017-01-11,10250
"11098",2017-01-11,10000
"11099",2017-01-11,26500
"11100",2017-01-11,31250
"11101",2017-01-11,31000
"11102",2017-01-11,22750
"11103",2017-01-11,20500
"11104",2017-01-11,20250
"11105",2017-01-11,20000
"11106",2017-01-11,34000
"11107",2017-01-11,36750
"11108",2017-01-11,36500
"11109",2017-01-11,36250
"11110",2017-01-11,36000
"11111",2017-01-11,35750
"11112",2017-01-11,35500
"11113",2017-01-11,35000
"11114",2017-01-11,34750
"11115",2017-01-11,34500
"11116",2017-01-11,34250
"11117",2017-01-11,34000
"11118",2017-01-11,33750
"11119",2017-01-11,33500
"11120",2017-01-11,33250
"11121",2017-01-11,33000
"11122",2017-01-11,32500
"11123",2017-01-11,32250
"11124",2017-01-11,32000
"11125",2017-01-11,31500
"11126",2017-01-11,31250
"11127",2017-01-11,31000
"11128",2017-01-11,30750
"11129",2017-01-11,30500
"11130",2017-01-11,28750
"11131",2017-01-11,28500
"11132",2017-01-11,24750
"11133",2017-01-11,24500
"11134",2017-01-11,24250
"11135",2017-01-11,24000
"11136",2017-01-11,23750
"11137",2017-01-11,23500
"11138",2017-01-11,23250
"11139",2017-01-11,17250
"11140",2017-01-11,17000
"11141",2017-01-11,37000
"11142",2017-01-11,49250
"11143",2017-01-11,47000
"11144",2017-01-11,38000
"11145",2017-01-11,49500
"11146",2017-01-11,69000
"11147",2017-01-11,68750
"11148",2017-01-11,68500
"11149",2017-01-11,68250
"11150",2017-01-11,68000
"11151",2017-01-11,67750
"11152",2017-01-11,67000
"11153",2017-01-11,66750
"11154",2017-01-11,66000
"11155",2017-01-11,65750
"11156",2017-01-11,65250
"11157",2017-01-11,65000
"11158",2017-01-11,64750
"11159",2017-01-11,64500
"11160",2017-01-11,64250
"11161",2017-01-11,64000
"11162",2017-01-11,63750
"11163",2017-01-11,63500
"11164",2017-01-11,63250
"11165",2017-01-11,63000
"11166",2017-01-11,62750
"11167",2017-01-11,62500
"11168",2017-01-11,62250
"11169",2017-01-11,62000
"11170",2017-01-11,61750
"11171",2017-01-11,61500
"11172",2017-01-11,61250
"11173",2017-01-11,58000
"11174",2017-01-11,57750
"11175",2017-01-11,57500
"11176",2017-01-11,57250
"11177",2017-01-11,57000
"11178",2017-01-11,45000
"11179",2017-01-11,29250
"11180",2017-01-11,28500
"11181",2017-01-11,28250
"11182",2017-01-11,28000
"11183",2017-01-11,69250
"11184",2017-01-11,7000
"11185",2017-01-11,3000
"11186",2017-01-11,2750
"11187",2017-01-11,2500
"11188",2017-01-11,7250
"11189",2017-01-11,43000
"11190",2017-01-11,42250
"11191",2017-01-11,42000
"11192",2017-01-11,41750
"11193",2017-01-11,41500
"11194",2017-01-11,40500
"11195",2017-01-11,40250
"11196",2017-01-11,40000
"11197",2017-01-11,39250
"11198",2017-01-11,39000
"11199",2017-01-11,38750
"11200",2017-01-11,38500
"11201",2017-01-11,31000
"11202",2017-01-11,30750
"11203",2017-01-11,30500
"11204",2017-01-11,30250
"11205",2017-01-11,30000
"11206",2017-01-11,29000
"11207",2017-01-11,18500
"11208",2017-01-11,43250
"11209",2017-01-11,20000
"11210",2017-01-11,19750
"11211",2017-01-11,19500
"11212",2017-01-11,19250
"11213",2017-01-11,19000
"11214",2017-01-11,7000
"11215",2017-01-11,6500
"11216",2017-01-11,6000
"11217",2017-01-11,5750
"11218",2017-01-11,5500
"11219",2017-01-11,5250
"11220",2017-01-11,3750
"11221",2017-01-11,3500
"11222",2017-01-11,20250
"11223",2017-01-11,10500
"11224",2017-01-11,10250
"11225",2017-01-11,10000
"11226",2017-01-11,4000
"11227",2017-01-11,3250
"11228",2017-01-11,3000
"11229",2017-01-11,11000
"11230",2017-01-11,58000
"11231",2017-01-11,55250
"11232",2017-01-11,55000
"11233",2017-01-11,60000
"11234",2017-01-11,180000
"11235",2017-01-11,122750
"11236",2017-01-11,122500
"11237",2017-01-11,120250
"11238",2017-01-11,120000
"11239",2017-01-11,182000
"11240",2017-01-11,17750
"11241",2017-01-11,17500
"11242",2017-01-11,17250
"11243",2017-01-11,17000
"11244",2017-01-11,16750
"11245",2017-01-11,16500
"11246",2017-01-11,16250
"11247",2017-01-11,16000
"11248",2017-01-11,13250
"11249",2017-01-11,13000
"11250",2017-01-11,9500
"11251",2017-01-11,8750
"11252",2017-01-11,8500
"11253",2017-01-11,8250
"11254",2017-01-11,8000
"11255",2017-01-11,18000
"11256",2017-01-11,45750
"11257",2017-01-11,45500
"11258",2017-01-11,45250
"11259",2017-01-11,45000
"11260",2017-01-11,44750
"11261",2017-01-11,44500
"11262",2017-01-11,44250
"11263",2017-01-11,44000
"11264",2017-01-11,43250
"11265",2017-01-11,43000
"11266",2017-01-11,15250
"11267",2017-01-11,15000
"11268",2017-01-11,1000
"11269",2017-01-11,46000
"11270",2017-01-11,9250
"11271",2017-01-11,9000
"11272",2017-01-11,8750
"11273",2017-01-11,8500
"11274",2017-01-11,6750
"11275",2017-01-11,6500
"11276",2017-01-11,5750
"11277",2017-01-11,5500
"11278",2017-01-11,5250
"11279",2017-01-11,5000
"11280",2017-01-11,9500
"11281",2017-01-11,201500
"11282",2017-01-11,200750
"11283",2017-01-11,200500
"11284",2017-01-11,200250
"11285",2017-01-11,2e+05
"11286",2017-01-11,170000
"11287",2017-01-11,135250
"11288",2017-01-11,135000
"11289",2017-01-11,130000
"11290",2017-01-11,15250
"11291",2017-01-11,15000
"11292",2017-01-11,201750
"11293",2017-01-11,15500
"11294",2017-01-11,15250
"11295",2017-01-11,15000
"11296",2017-01-11,14750
"11297",2017-01-11,14500
"11298",2017-01-11,14250
"11299",2017-01-11,14000
"11300",2017-01-11,13750
"11301",2017-01-11,13500
"11302",2017-01-11,13250
"11303",2017-01-11,13000
"11304",2017-01-11,12750
"11305",2017-01-11,12500
"11306",2017-01-11,12000
"11307",2017-01-11,11500
"11308",2017-01-11,11000
"11309",2017-01-11,10750
"11310",2017-01-11,10500
"11311",2017-01-11,10250
"11312",2017-01-11,10000
"11313",2017-01-11,9750
"11314",2017-01-11,9500
"11315",2017-01-11,9250
"11316",2017-01-11,9000
"11317",2017-01-11,8750
"11318",2017-01-11,8500
"11319",2017-01-11,8250
"11320",2017-01-11,8000
"11321",2017-01-11,7750
"11322",2017-01-11,7500
"11323",2017-01-11,7250
"11324",2017-01-11,7000
"11325",2017-01-11,15750
"11326",2017-01-11,14000
"11327",2017-01-11,10750
"11328",2017-01-11,10500
"11329",2017-01-11,10250
"11330",2017-01-11,10000
"11331",2017-01-11,14250
"11332",2017-01-11,13250
"11333",2017-01-11,12750
"11334",2017-01-11,12500
"11335",2017-01-11,12250
"11336",2017-01-11,12000
"11337",2017-01-11,10750
"11338",2017-01-11,10500
"11339",2017-01-11,10250
"11340",2017-01-11,8750
"11341",2017-01-11,8500
"11342",2017-01-11,8250
"11343",2017-01-11,8000
"11344",2017-01-11,7000
"11345",2017-01-11,6750
"11346",2017-01-11,6500
"11347",2017-01-11,6250
"11348",2017-01-11,6000
"11349",2017-01-11,5750
"11350",2017-01-11,5500
"11351",2017-01-11,5250
"11352",2017-01-11,5000
"11353",2017-01-11,13500
"11354",2017-01-11,38500
"11355",2017-01-11,38250
"11356",2017-01-11,38000
"11357",2017-01-11,37750
"11358",2017-01-11,37500
"11359",2017-01-11,37250
"11360",2017-01-11,37000
"11361",2017-01-11,36500
"11362",2017-01-11,35250
"11363",2017-01-11,35000
"11364",2017-01-11,34750
"11365",2017-01-11,34500
"11366",2017-01-11,34000
"11367",2017-01-11,33750
"11368",2017-01-11,33500
"11369",2017-01-11,33000
"11370",2017-01-11,32500
"11371",2017-01-11,31750
"11372",2017-01-11,31500
"11373",2017-01-11,31000
"11374",2017-01-11,29500
"11375",2017-01-11,29250
"11376",2017-01-11,29000
"11377",2017-01-11,23000
"11378",2017-01-11,22750
"11379",2017-01-11,22500
"11380",2017-01-11,22250
"11381",2017-01-11,22000
"11382",2017-01-11,21000
"11383",2017-01-11,20500
"11384",2017-01-11,20250
"11385",2017-01-11,20000
"11386",2017-01-11,38750
"11387",2017-01-11,12500
"11388",2017-01-11,12250
"11389",2017-01-11,12000
"11390",2017-01-11,11750
"11391",2017-01-11,11500
"11392",2017-01-11,11250
"11393",2017-01-11,11000
"11394",2017-01-11,10750
"11395",2017-01-11,10500
"11396",2017-01-11,12750
"11397",2017-01-11,38250
"11398",2017-01-11,38000
"11399",2017-01-11,37750
"11400",2017-01-11,37500
"11401",2017-01-11,37250
"11402",2017-01-11,36500
"11403",2017-01-11,36250
"11404",2017-01-11,36000
"11405",2017-01-11,35750
"11406",2017-01-11,35500
"11407",2017-01-11,35250
"11408",2017-01-11,35000
"11409",2017-01-11,34750
"11410",2017-01-11,34500
"11411",2017-01-11,34250
"11412",2017-01-11,34000
"11413",2017-01-11,33750
"11414",2017-01-11,33500
"11415",2017-01-11,33250
"11416",2017-01-11,33000
"11417",2017-01-11,32750
"11418",2017-01-11,32500
"11419",2017-01-11,32250
"11420",2017-01-11,32000
"11421",2017-01-11,31750
"11422",2017-01-11,31500
"11423",2017-01-11,30500
"11424",2017-01-11,30250
"11425",2017-01-11,30000
"11426",2017-01-11,22000
"11427",2017-01-11,21750
"11428",2017-01-11,21500
"11429",2017-01-11,21250
"11430",2017-01-11,21000
"11431",2017-01-11,38500
"11432",2017-01-11,22250
"11433",2017-01-11,22000
"11434",2017-01-11,11000
"11435",2017-01-11,10750
"11436",2017-01-11,10500
"11437",2017-01-11,10250
"11438",2017-01-11,10000
"11439",2017-01-11,22500
"11440",2017-01-11,29500
"11441",2017-01-11,29000
"11442",2017-01-11,28500
"11443",2017-01-11,5750
"11444",2017-01-11,5500
"11445",2017-01-11,5250
"11446",2017-01-11,5000
"11447",2017-01-11,3250
"11448",2017-01-11,250
"11449",2017-01-11,30000
"11450",2017-01-11,33500
"11451",2017-01-11,36250
"11452",2017-01-11,36000
"11453",2017-01-11,35750
"11454",2017-01-11,35500
"11455",2017-01-11,35250
"11456",2017-01-11,35000
"11457",2017-01-11,34750
"11458",2017-01-11,34500
"11459",2017-01-11,34250
"11460",2017-01-11,34000
"11461",2017-01-11,33750
"11462",2017-01-11,33500
"11463",2017-01-11,33250
"11464",2017-01-11,33000
"11465",2017-01-11,36500
"11466",2017-01-11,24250
"11467",2017-01-11,24000
"11468",2017-01-11,23750
"11469",2017-01-11,23500
"11470",2017-01-11,23250
"11471",2017-01-11,23000
"11472",2017-01-11,1000
"11473",2017-01-11,750
"11474",2017-01-11,24500
"11475",2017-01-11,29750
"11476",2017-01-11,29500
"11477",2017-01-11,29250
"11478",2017-01-11,29000
"11479",2017-01-11,28750
"11480",2017-01-11,28500
"11481",2017-01-11,28250
"11482",2017-01-11,28000
"11483",2017-01-11,27250
"11484",2017-01-11,27000
"11485",2017-01-11,10500
"11486",2017-01-11,10250
"11487",2017-01-11,10000
"11488",2017-01-11,30000
"11489",2017-01-12,5300
"11490",2017-01-12,13000
"11491",2017-01-12,72250
"11492",2017-01-12,72000
"11493",2017-01-12,71750
"11494",2017-01-12,71500
"11495",2017-01-12,71250
"11496",2017-01-12,71000
"11497",2017-01-12,69000
"11498",2017-01-12,30500
"11499",2017-01-12,30250
"11500",2017-01-12,30000
"11501",2017-01-12,72500
"11502",2017-01-12,38000
"11503",2017-01-12,37750
"11504",2017-01-12,37500
"11505",2017-01-12,37250
"11506",2017-01-12,37000
"11507",2017-01-12,18000
"11508",2017-01-12,17250
"11509",2017-01-12,17000
"11510",2017-01-12,16250
"11511",2017-01-12,16000
"11512",2017-01-12,15500
"11513",2017-01-12,15250
"11514",2017-01-12,15000
"11515",2017-01-12,38250
"11516",2017-01-12,26000
"11517",2017-01-12,25500
"11518",2017-01-12,18250
"11519",2017-01-12,18000
"11520",2017-01-12,17250
"11521",2017-01-12,17000
"11522",2017-01-12,26250
"11523",2017-01-12,22500
"11524",2017-01-12,22250
"11525",2017-01-12,22000
"11526",2017-01-12,21750
"11527",2017-01-12,21500
"11528",2017-01-12,21250
"11529",2017-01-12,21000
"11530",2017-01-12,20750
"11531",2017-01-12,20500
"11532",2017-01-12,20250
"11533",2017-01-12,20000
"11534",2017-01-12,19500
"11535",2017-01-12,5500
"11536",2017-01-12,5250
"11537",2017-01-12,5000
"11538",2017-01-12,22750
"11539",2017-01-12,30000
"11540",2017-01-12,29750
"11541",2017-01-12,28500
"11542",2017-01-12,21250
"11543",2017-01-12,21000
"11544",2017-01-12,20250
"11545",2017-01-12,20000
"11546",2017-01-12,19250
"11547",2017-01-12,19000
"11548",2017-01-12,18750
"11549",2017-01-12,18500
"11550",2017-01-12,17750
"11551",2017-01-12,17000
"11552",2017-01-12,16250
"11553",2017-01-12,16000
"11554",2017-01-12,15000
"11555",2017-01-12,30250
"11556",2017-01-12,24000
"11557",2017-01-12,23750
"11558",2017-01-12,23500
"11559",2017-01-12,23250
"11560",2017-01-12,23000
"11561",2017-01-12,22750
"11562",2017-01-12,22500
"11563",2017-01-12,22250
